state;action_reward;n_state
2574&2|785&3|2371&3|3552&5|293&3|3052&3|2918&5|2542&4|246&4|2712&3|1050&3|2268&4;3512&4|3863&3|3301&4|3355&3|1090&3|3785&2|648&3|3355&3|3535&4|3566&3;2574&2|785&3|2371&3|3552&5|293&3|3052&3|2918&5|2542&4|246&4|2712&3|1050&3|2268&4|3512&4|3863&3|3301&4|3355&3|1090&3|3785&2|648&3|3355&3|3535&4|3566&3
852&4|1711&4|2194&4|1580&2|349&4|1885&4|1747&4|50&3|357&3|1941&5|1480&3|373&5;1393&4|1271&4|2062&4|163&3|2803&4|2334&3|1639&5|3176&4|2803&4|2803&4;852&4|1711&4|2194&4|1580&2|349&4|1885&4|1747&4|50&3|357&3|1941&5|1480&3|373&5|1393&4|1271&4|2062&4|163&3|2803&4|2334&3|1639&5|3176&4|2803&4|2803&4
1293&5|920&5|1291&3|2053&3|3424&3|2470&5|3100&4|991&4|1672&4|2734&1|45&3|1520&3;1375&4|2375&3|2376&5|3185&4|2405&5|2815&2|2111&4|5&4|2815&2|2424&4;1293&5|920&5|1291&3|2053&3|3424&3|2470&5|3100&4|991&4|1672&4|2734&1|45&3|1520&3|1375&4|2375&3|2376&5|3185&4|2405&5|2815&2|2111&4|5&4|2815&2|2424&4
2434&4|1584&4|2858&3|2996&2|1094&3|2059&3|2112&4|3755&4|527&3|550&4|1258&3|550&4;457&3|3256&5|3100&3|1187&4|2671&2|3100&3|261&3|1719&3|685&3|543&1;2434&4|1584&4|2858&3|2996&2|1094&3|2059&3|2112&4|3755&4|527&3|550&4|1258&3|550&4|457&3|3256&5|3100&3|1187&4|2671&2|3100&3|261&3|1719&3|685&3|543&1
296&5|1079&5|2174&4|367&3|2918&5|2599&4|2112&5|1394&5|2126&2|2791&3|500&4|2126&2;527&5|3006&4|3006&4|527&5|318&5|2028&5|608&4|608&4|3006&4|527&5;296&5|1079&5|2174&4|367&3|2918&5|2599&4|2112&5|1394&5|2126&2|2791&3|500&4|2126&2|527&5|3006&4|3006&4|527&5|318&5|2028&5|608&4|608&4|3006&4|527&5
2288&5|2321&3|1278&3|1241&5|2288&5|2268&2|1671&2|2321&3|2459&5|328&3|1350&3|1997&5;3081&4|1128&2|2159&5|3535&2|3535&2|2159&5|3535&2|3081&4|3081&4|3576&3;2288&5|2321&3|1278&3|1241&5|2288&5|2268&2|1671&2|2321&3|2459&5|328&3|1350&3|1997&5|3081&4|1128&2|2159&5|3535&2|3535&2|2159&5|3535&2|3081&4|3081&4|3576&3
3060&4|1411&2|1914&5|538&3|1041&5|1354&5|1466&5|34&5|1213&5|1900&5|32&5|3897&3;314&4|3100&4|1051&4|1051&4|1482&3|3252&3|1788&5|3518&2|72&2|1660&5;3060&4|1411&2|1914&5|538&3|1041&5|1354&5|1466&5|34&5|1213&5|1900&5|32&5|3897&3|314&4|3100&4|1051&4|1051&4|1482&3|3252&3|1788&5|3518&2|72&2|1660&5
1307&5|2858&4|2858&4|1197&5|3701&4|2019&4|2353&4|2762&5|2948&4|1127&4|1376&4|1066&4;1876&4|1370&5|50&5|3634&4|1262&4|2273&4|923&3|1950&4|1207&5|3634&4;1307&5|2858&4|2858&4|1197&5|3701&4|2019&4|2353&4|2762&5|2948&4|1127&4|1376&4|1066&4|1876&4|1370&5|50&5|3634&4|1262&4|2273&4|923&3|1950&4|1207&5|3634&4
799&4|1590&4|1240&3|1339&3|329&3|1242&4|1552&4|610&4|628&3|236&3|39&4|1892&4;2950&3|1333&3|597&4|1327&5|1876&3|2950&3|2428&3|2792&3|3210&4|3709&2;799&4|1590&4|1240&3|1339&3|329&3|1242&4|1552&4|610&4|628&3|236&3|39&4|1892&4|2950&3|1333&3|597&4|1327&5|1876&3|2950&3|2428&3|2792&3|3210&4|3709&2
1178&5|527&5|3118&3|1358&5|1721&4|1673&2|1721&4|3185&2|3163&4|3129&3|1683&3|3255&4;175&5|3103&2|2996&3|3426&3|2112&4|1054&4|175&5|2996&3|1508&3|2976&2;1178&5|527&5|3118&3|1358&5|1721&4|1673&2|1721&4|3185&2|3163&4|3129&3|1683&3|3255&4|175&5|3103&2|2996&3|3426&3|2112&4|1054&4|175&5|2996&3|1508&3|2976&2
2202&3|3435&4|2662&3|3675&1|2874&4|3222&5|1198&5|2080&3|1029&4|3196&4|2669&5|3196&4;2551&3|2003&4|3448&3|2915&3|2551&3|3608&4|2407&3|3070&2|2915&3|2407&3;2202&3|3435&4|2662&3|3675&1|2874&4|3222&5|1198&5|2080&3|1029&4|3196&4|2669&5|3196&4|2551&3|2003&4|3448&3|2915&3|2551&3|3608&4|2407&3|3070&2|2915&3|2407&3
2858&4|1196&5|527&5|318&4|29&3|527&5|527&5|260&5|2858&4|1225&4|29&3|1952&3;1230&4|3421&4|337&4|281&5|1198&5|1136&5|1198&5|281&5|281&5|337&4;2858&4|1196&5|527&5|318&4|29&3|527&5|527&5|260&5|2858&4|1225&4|29&3|1952&3|1230&4|3421&4|337&4|281&5|1198&5|1136&5|1198&5|281&5|281&5|337&4
500&2|2643&2|2640&5|3250&4|1648&5|2700&5|1967&5|3034&5|1197&5|1648&5|1286&5|2641&5;2144&5|3785&3|3861&4|3785&3|3617&5|3752&4|3798&4|3861&4|3798&4|3785&3;500&2|2643&2|2640&5|3250&4|1648&5|2700&5|1967&5|3034&5|1197&5|1648&5|1286&5|2641&5|2144&5|3785&3|3861&4|3785&3|3617&5|3752&4|3798&4|3861&4|3798&4|3785&3
1125&4|339&3|3039&4|500&4|539&5|3873&3|2804&4|500&4|3039&4|2355&3|3809&5|1&3;2109&5|236&3|1020&4|2145&2|2109&5|2109&5|2141&2|1592&3|1020&4|2011&4;1125&4|339&3|3039&4|500&4|539&5|3873&3|2804&4|500&4|3039&4|2355&3|3809&5|1&3|2109&5|236&3|1020&4|2145&2|2109&5|2109&5|2141&2|1592&3|1020&4|2011&4
1282&5|2410&1|1136&3|379&2|1293&4|246&2|3699&2|368&3|2706&2|60&2|3019&4|1129&1;2719&2|1096&2|531&3|1093&4|1950&2|531&3|3733&3|1302&3|3946&1|971&3;1282&5|2410&1|1136&3|379&2|1293&4|246&2|3699&2|368&3|2706&2|60&2|3019&4|1129&1|2719&2|1096&2|531&3|1093&4|1950&2|531&3|3733&3|1302&3|3946&1|971&3
593&5|3484&4|3882&4|593&5|3481&2|912&1|3555&3|329&3|3173&4|593&5|289&3|3594&4;3623&2|3408&3|3623&2|3408&3|3408&3|3623&2|3623&2|3916&5|3623&2|3623&2;593&5|3484&4|3882&4|593&5|3481&2|912&1|3555&3|329&3|3173&4|593&5|289&3|3594&4|3623&2|3408&3|3623&2|3408&3|3408&3|3623&2|3623&2|3916&5|3623&2|3623&2
2370&4|648&4|1214&5|3702&3|1214&5|1372&4|2370&4|6&3|2985&3|3022&5|3793&3|2879&5;3526&4|1968&4|3255&4|3072&4|1079&4|3526&4|1079&4|1073&3|1914&3|52&4;2370&4|648&4|1214&5|3702&3|1214&5|1372&4|2370&4|6&3|2985&3|3022&5|3793&3|2879&5|3526&4|1968&4|3255&4|3072&4|1079&4|3526&4|1079&4|1073&3|1914&3|52&4
1783&2|1374&4|3148&1|2527&3|611&2|3624&1|2916&3|3190&1|3181&2|70&4|942&5|482&4;3698&2|2528&3|1375&2|1372&3|1690&2|3032&3|780&2|1676&3|1676&3|3701&3;1783&2|1374&4|3148&1|2527&3|611&2|3624&1|2916&3|3190&1|3181&2|70&4|942&5|482&4|3698&2|2528&3|1375&2|1372&3|1690&2|3032&3|780&2|1676&3|1676&3|3701&3
2502&5|3107&3|1513&1|785&3|364&4|2710&4|223&5|3107&3|2541&3|2428&3|1210&5|2396&5;2693&2|86&5|2701&2|3793&5|288&1|3793&5|2763&4|2763&4|3176&2|1732&5;2502&5|3107&3|1513&1|785&3|364&4|2710&4|223&5|3107&3|2541&3|2428&3|1210&5|2396&5|2693&2|86&5|2701&2|3793&5|288&1|3793&5|2763&4|2763&4|3176&2|1732&5
912&3|1584&4|1416&5|2826&1|2761&3|3254&1|3820&1|2761&3|3418&5|585&2|1183&4|62&2;1276&5|902&4|3168&4|902&4|5&4|3450&5|2132&1|2078&5|2135&3|3468&5;912&3|1584&4|1416&5|2826&1|2761&3|3254&1|3820&1|2761&3|3418&5|585&2|1183&4|62&2|1276&5|902&4|3168&4|902&4|5&4|3450&5|2132&1|2078&5|2135&3|3468&5
2734&4|3203&3|3238&2|3005&5|2918&4|2013&5|3101&3|2724&4|2013&5|1270&3|968&2|2712&1;2961&3|2961&3|3176&5|86&5|2987&3|86&5|3384&5|3176&5|3384&5|2987&3;2734&4|3203&3|3238&2|3005&5|2918&4|2013&5|3101&3|2724&4|2013&5|1270&3|968&2|2712&1|2961&3|2961&3|3176&5|86&5|2987&3|86&5|3384&5|3176&5|3384&5|2987&3
595&4|318&5|2699&3|1580&4|1589&3|588&4|2137&4|519&1|1201&4|1396&5|2699&3|1385&4;2706&4|1025&4|1266&2|1920&3|3298&4|2433&3|1240&4|2143&3|2978&4|1225&5;595&4|318&5|2699&3|1580&4|1589&3|588&4|2137&4|519&1|1201&4|1396&5|2699&3|1385&4|2706&4|1025&4|1266&2|1920&3|3298&4|2433&3|1240&4|2143&3|2978&4|1225&5
1042&3|2352&5|3704&3|2161&4|1278&5|2161&4|2916&4|2003&3|3702&4|2916&4|2021&5|3210&3;1391&3|5&3|3254&3|1441&4|3392&1|2379&2|1091&3|3392&1|1091&3|485&3;1042&3|2352&5|3704&3|2161&4|1278&5|2161&4|2916&4|2003&3|3702&4|2916&4|2021&5|3210&3|1391&3|5&3|3254&3|1441&4|3392&1|2379&2|1091&3|3392&1|1091&3|485&3
2599&3|2188&4|3897&5|3421&4|2188&4|1093&5|3515&5|1517&5|1093&5|2997&5|3751&5|3408&1;1199&4|3005&4|1094&2|3005&4|3793&3|1094&2|1199&4|1288&5|3793&3|293&5;2599&3|2188&4|3897&5|3421&4|2188&4|1093&5|3515&5|1517&5|1093&5|2997&5|3751&5|3408&1|1199&4|3005&4|1094&2|3005&4|3793&3|1094&2|1199&4|1288&5|3793&3|293&5
3401&2|2716&5|2599&2|1597&2|2889&4|587&1|1240&4|377&2|2416&3|1912&3|2959&4|3677&2;44&3|208&2|3697&3|1438&1|1591&3|2140&3|1213&5|1274&4|1918&1|2527&3;3401&2|2716&5|2599&2|1597&2|2889&4|587&1|1240&4|377&2|2416&3|1912&3|2959&4|3677&2|44&3|208&2|3697&3|1438&1|1591&3|2140&3|1213&5|1274&4|1918&1|2527&3
3157&4|3147&3|2473&3|509&3|367&3|2120&4|2689&1|348&5|431&4|3697&3|1589&4|3478&4;3158&4|2767&1|3500&4|3020&4|3020&4|86&2|3158&4|95&2|1488&3|1552&4;3157&4|3147&3|2473&3|509&3|367&3|2120&4|2689&1|348&5|431&4|3697&3|1589&4|3478&4|3158&4|2767&1|3500&4|3020&4|3020&4|86&2|3158&4|95&2|1488&3|1552&4
1193&4|2034&3|3826&4|2455&3|329&3|2527&3|2054&4|2527&3|1584&4|2662&4|2851&2|1779&4;66&2|1917&3|2530&2|2365&2|172&3|2701&2|737&2|546&3|2053&2|1917&3;1193&4|2034&3|3826&4|2455&3|329&3|2527&3|2054&4|2527&3|1584&4|2662&4|2851&2|1779&4|66&2|1917&3|2530&2|2365&2|172&3|2701&2|737&2|546&3|2053&2|1917&3
1267&4|3683&4|1213&5|2677&4|3683&4|945&4|940&5|1254&5|3083&3|2648&5|2997&5|2590&2;1635&4|154&4|529&5|529&5|1354&4|1231&5|1247&5|1208&4|154&4|3547&4;1267&4|3683&4|1213&5|2677&4|3683&4|945&4|940&5|1254&5|3083&3|2648&5|2997&5|2590&2|1635&4|154&4|529&5|529&5|1354&4|1231&5|1247&5|1208&4|154&4|3547&4
3684&3|1544&4|2000&5|2450&2|1049&5|991&4|1356&5|249&4|2915&4|648&3|720&5|1271&5;1017&3|3708&2|3708&2|2139&3|1200&3|2122&1|3396&3|266&4|1007&4|1022&3;3684&3|1544&4|2000&5|2450&2|1049&5|991&4|1356&5|249&4|2915&4|648&3|720&5|1271&5|1017&3|3708&2|3708&2|2139&3|1200&3|2122&1|3396&3|266&4|1007&4|1022&3
1960&5|2324&5|1252&5|2788&3|1136&4|1917&4|1206&5|1263&5|1304&5|1690&2|1206&5|110&5;2730&5|1282&5|1287&5|1287&5|2692&3|2730&5|2712&5|1080&3|908&5|1944&5;1960&5|2324&5|1252&5|2788&3|1136&4|1917&4|1206&5|1263&5|1304&5|1690&2|1206&5|110&5|2730&5|1282&5|1287&5|1287&5|2692&3|2730&5|2712&5|1080&3|908&5|1944&5
3846&4|296&5|3253&3|216&4|1883&3|2023&5|3752&3|555&4|216&4|1485&4|555&4|3755&3;1687&3|736&1|1676&2|786&3|694&3|89&5|95&3|2617&3|2826&2|1676&2;3846&4|296&5|3253&3|216&4|1883&3|2023&5|3752&3|555&4|216&4|1485&4|555&4|3755&3|1687&3|736&1|1676&2|786&3|694&3|89&5|95&3|2617&3|2826&2|1676&2
3798&3|2090&4|596&4|1500&4|1148&5|2188&3|2599&5|2976&4|3155&3|3175&5|2598&3|2294&4;2687&3|446&5|2080&3|2687&3|3594&3|2502&2|446&5|326&5|313&3|497&5;3798&3|2090&4|596&4|1500&4|1148&5|2188&3|2599&5|2976&4|3155&3|3175&5|2598&3|2294&4|2687&3|446&5|2080&3|2687&3|3594&3|2502&2|446&5|326&5|313&3|497&5
162&5|940&4|2858&5|2689&5|955&5|1256&5|1198&4|1288&4|2936&5|1665&3|110&3|2366&5;1250&4|3936&3|2940&3|2940&3|3932&4|3932&4|1282&4|1249&3|908&5|2966&4;162&5|940&4|2858&5|2689&5|955&5|1256&5|1198&4|1288&4|2936&5|1665&3|110&3|2366&5|1250&4|3936&3|2940&3|2940&3|3932&4|3932&4|1282&4|1249&3|908&5|2966&4
1259&4|908&4|110&3|908&4|1259&4|3072&4|1407&2|2858&4|3072&4|858&5|45&3|3072&4;551&2|551&2|2160&3|2160&3|3930&2|3930&2|2291&3|2291&3|551&2|3160&4;1259&4|908&4|110&3|908&4|1259&4|3072&4|1407&2|2858&4|3072&4|858&5|45&3|3072&4|551&2|551&2|2160&3|2160&3|3930&2|3930&2|2291&3|2291&3|551&2|3160&4
1959&4|3179&4|1408&4|973&5|910&5|969&5|2683&3|3153&4|969&5|2688&4|973&5|2881&4;3035&5|1270&4|1234&5|3035&5|1294&5|3088&5|1269&5|1269&5|951&5|1270&4;1959&4|3179&4|1408&4|973&5|910&5|969&5|2683&3|3153&4|969&5|2688&4|973&5|2881&4|3035&5|1270&4|1234&5|3035&5|1294&5|3088&5|1269&5|1269&5|951&5|1270&4
2617&3|3018&4|2716&4|2004&4|1347&3|1645&4|2459&5|3499&4|1219&4|2160&2|1321&3|2455&5;1970&4|1969&3|1762&3|2513&4|407&4|1762&3|1970&4|2122&4|1969&3|1762&3;2617&3|3018&4|2716&4|2004&4|1347&3|1645&4|2459&5|3499&4|1219&4|2160&2|1321&3|2455&5|1970&4|1969&3|1762&3|2513&4|407&4|1762&3|1970&4|2122&4|1969&3|1762&3
1129&5|1219&5|3837&4|3527&5|1580&3|1623&3|1219&5|3897&4|968&5|2407&5|2901&3|2100&5;919&5|2986&3|3024&3|1617&5|1371&3|1029&5|1037&3|2941&3|3300&4|1220&3;1129&5|1219&5|3837&4|3527&5|1580&3|1623&3|1219&5|3897&4|968&5|2407&5|2901&3|2100&5|919&5|2986&3|3024&3|1617&5|1371&3|1029&5|1037&3|2941&3|3300&4|1220&3
3081&3|3617&5|2707&5|3174&5|1961&5|2707&5|3826&5|2599&3|2599&3|2490&3|1210&5|2707&5;3793&5|42&5|2701&3|2806&3|86&5|36&5|2987&5|36&5|2976&1|2169&5;3081&3|3617&5|2707&5|3174&5|1961&5|2707&5|3826&5|2599&3|2599&3|2490&3|1210&5|2707&5|3793&5|42&5|2701&3|2806&3|86&5|36&5|2987&5|36&5|2976&1|2169&5
1210&4|2858&5|913&5|1210&4|43&3|2734&3|43&3|1959&5|2707&3|2858&5|2881&3|2147&1;908&5|908&5|1247&5|904&5|908&5|912&5|904&5|904&5|908&5|3481&5;1210&4|2858&5|913&5|1210&4|43&3|2734&3|43&3|1959&5|2707&3|2858&5|2881&3|2147&1|908&5|908&5|1247&5|904&5|908&5|912&5|904&5|904&5|908&5|3481&5
1270&3|1358&4|2565&3|3360&3|1270&3|1219&4|1248&2|3360&3|1248&2|3100&2|930&5|930&5;1035&5|1220&3|1220&3|1220&3|914&3|1220&3|1028&4|594&4|1947&5|1028&4;1270&3|1358&4|2565&3|3360&3|1270&3|1219&4|1248&2|3360&3|1248&2|3100&2|930&5|930&5|1035&5|1220&3|1220&3|1220&3|914&3|1220&3|1028&4|594&4|1947&5|1028&4
2524&3|160&1|1225&4|2028&5|1370&2|2105&5|1408&5|2701&4|2628&4|1391&1|2723&3|2987&5;32&4|1077&5|3032&4|674&4|2094&5|2748&1|780&3|3033&3|541&5|2808&2;2524&3|160&1|1225&4|2028&5|1370&2|2105&5|1408&5|2701&4|2628&4|1391&1|2723&3|2987&5|32&4|1077&5|3032&4|674&4|2094&5|2748&1|780&3|3033&3|541&5|2808&2
110&5|919&5|2103&3|551&4|364&5|588&5|60&3|1023&5|919&5|1023&5|3178&5|1&4;2427&1|2762&5|480&4|1580&5|480&4|480&4|1748&5|21&4|1580&5|1722&4;110&5|919&5|2103&3|551&4|364&5|588&5|60&3|1023&5|919&5|1023&5|3178&5|1&4|2427&1|2762&5|480&4|1580&5|480&4|480&4|1748&5|21&4|1580&5|1722&4
3753&5|3363&5|3175&4|3623&3|480&4|1393&4|1885&3|1748&2|3623&3|595&3|1711&5|866&4;10&4|832&3|832&3|2539&4|367&4|1475&3|2424&4|2124&3|1527&4|2567&3;3753&5|3363&5|3175&4|3623&3|480&4|1393&4|1885&3|1748&2|3623&3|595&3|1711&5|866&4|10&4|832&3|832&3|2539&4|367&4|1475&3|2424&4|2124&3|1527&4|2567&3
1784&5|1269&5|3418&5|3201&1|356&2|3671&1|1784&5|1784&5|3624&4|3418&5|356&2|908&5;2762&5|955&5|955&5|1219&5|924&1|2762&5|924&1|1219&5|1219&5|1219&5;1784&5|1269&5|3418&5|3201&1|356&2|3671&1|1784&5|1784&5|3624&4|3418&5|356&2|908&5|2762&5|955&5|955&5|1219&5|924&1|2762&5|924&1|1219&5|1219&5|1219&5
2795&4|3507&5|3099&2|2015&4|2870&4|2015&4|2863&5|1304&3|3507&5|2946&4|3099&2|390&5;759&4|1&5|2064&4|2064&4|1310&4|1&5|1310&4|2355&4|3751&5|3751&5;2795&4|3507&5|3099&2|2015&4|2870&4|2015&4|2863&5|1304&3|3507&5|2946&4|3099&2|390&5|759&4|1&5|2064&4|2064&4|1310&4|1&5|1310&4|2355&4|3751&5|3751&5
3267&3|1148&5|1387&5|2028&4|3104&3|3701&2|2529&4|2944&3|23&3|1127&4|2571&5|745&4;3658&3|1199&3|3703&3|1301&4|1288&3|589&4|1253&4|2664&3|1199&3|2664&3;3267&3|1148&5|1387&5|2028&4|3104&3|3701&2|2529&4|2944&3|23&3|1127&4|2571&5|745&4|3658&3|1199&3|3703&3|1301&4|1288&3|589&4|1253&4|2664&3|1199&3|2664&3
3163&5|3163&5|2996&4|3006&5|2997&5|3052&4|2997&5|3155&4|3052&4|2996&4|2977&4|2762&3;2883&3|3055&2|3145&4|3176&4|2883&3|2883&3|3176&4|3176&4|3125&4|3125&4;3163&5|3163&5|2996&4|3006&5|2997&5|3052&4|2997&5|3155&4|3052&4|2996&4|2977&4|2762&3|2883&3|3055&2|3145&4|3176&4|2883&3|2883&3|3176&4|3176&4|3125&4|3125&4
678&5|3037&4|1250&4|3037&4|541&4|1408&4|110&4|3114&4|3654&3|902&3|541&4|899&4;1185&3|1185&3|945&3|1096&2|1387&5|1096&2|1214&3|1096&2|589&4|3702&3;678&5|3037&4|1250&4|3037&4|541&4|1408&4|110&4|3114&4|3654&3|902&3|541&4|899&4|1185&3|1185&3|945&3|1096&2|1387&5|1096&2|1214&3|1096&2|589&4|3702&3
2936&2|3067&2|3819&2|2936&2|3267&2|1785&2|1215&2|2936&2|2858&3|2019&4|589&3|2648&2;2600&3|1370&2|6&3|163&3|1370&2|1573&4|163&3|110&2|377&3|1573&4;2936&2|3067&2|3819&2|2936&2|3267&2|1785&2|1215&2|2936&2|2858&3|2019&4|589&3|2648&2|2600&3|1370&2|6&3|163&3|1370&2|1573&4|163&3|110&2|377&3|1573&4
2212&4|2337&4|589&3|2890&5|3809&3|170&3|2472&2|3552&1|2507&5|2289&5|588&3|1732&1;3408&4|171&4|2674&3|2841&5|1845&4|3258&4|3318&4|3481&4|2977&4|3148&2;2212&4|2337&4|589&3|2890&5|3809&3|170&3|2472&2|3552&1|2507&5|2289&5|588&3|1732&1|3408&4|171&4|2674&3|2841&5|1845&4|3258&4|3318&4|3481&4|2977&4|3148&2
3552&5|2000&3|1222&4|2361&4|2762&4|1173&3|1034&5|1407&3|3104&4|1230&3|1343&3|144&4;2034&2|3198&3|2409&3|3424&3|3244&3|3204&4|3359&3|3424&3|3253&5|3204&4;3552&5|2000&3|1222&4|2361&4|2762&4|1173&3|1034&5|1407&3|3104&4|1230&3|1343&3|144&4|2034&2|3198&3|2409&3|3424&3|3244&3|3204&4|3359&3|3424&3|3253&5|3204&4
912&5|3494&4|3578&5|1372&5|3471&3|349&4|3354&3|1931&4|3408&4|3408&4|3408&4|362&4;552&5|2470&5|153&4|736&5|2041&5|552&5|736&5|736&5|1373&4|3461&5;912&5|3494&4|3578&5|1372&5|3471&3|349&4|3354&3|1931&4|3408&4|3408&4|3408&4|362&4|552&5|2470&5|153&4|736&5|2041&5|552&5|736&5|736&5|1373&4|3461&5
21&5|2804&5|1959&1|648&5|1986&3|648&5|2467&4|1129&5|2628&3|2143&3|2145&4|1957&1;3698&5|1330&5|260&5|2311&5|3032&5|2942&4|2532&5|2473&3|2706&5|260&5;21&5|2804&5|1959&1|648&5|1986&3|648&5|2467&4|1129&5|2628&3|2143&3|2145&4|1957&1|3698&5|1330&5|260&5|2311&5|3032&5|2942&4|2532&5|2473&3|2706&5|260&5
2139&4|480&5|1210&5|3649&2|1956&4|1130&4|1097&5|2926&2|2745&4|1956&4|2926&2|3071&4;1955&4|3471&3|3508&3|1214&4|3362&4|1073&5|2178&4|1208&5|1214&4|1278&4;2139&4|480&5|1210&5|3649&2|1956&4|1130&4|1097&5|2926&2|2745&4|1956&4|2926&2|3071&4|1955&4|3471&3|3508&3|1214&4|3362&4|1073&5|2178&4|1208&5|1214&4|1278&4
3421&5|2091&4|1297&5|589&5|3033&5|3740&5|196&2|500&5|3699&3|2699&4|785&5|585&4;104&5|1703&4|2095&3|466&4|2468&4|1353&4|1091&1|1911&4|2468&4|1614&2;3421&5|2091&4|1297&5|589&5|3033&5|3740&5|196&2|500&5|3699&3|2699&4|785&5|585&4|104&5|1703&4|2095&3|466&4|2468&4|1353&4|1091&1|1911&4|2468&4|1614&2
905&4|2357&5|101&5|535&3|535&3|1183&5|2940&5|2628&2|1912&5|314&5|2879&5|1197&4;610&3|565&4|1299&5|3623&5|610&3|3499&3|3481&5|1997&4|3459&3|3545&5;905&4|2357&5|101&5|535&3|535&3|1183&5|2940&5|2628&2|1912&5|314&5|2879&5|1197&4|610&3|565&4|1299&5|3623&5|610&3|3499&3|3481&5|1997&4|3459&3|3545&5
3146&3|1645&4|2412&3|3421&5|842&2|1954&5|2804&4|2795&5|2918&5|253&5|2918&5|2804&4;3386&5|1617&2|2409&5|3386&5|3386&5|2409&5|2410&5|3386&5|1805&5|3386&5;3146&3|1645&4|2412&3|3421&5|842&2|1954&5|2804&4|2795&5|2918&5|253&5|2918&5|2804&4|3386&5|1617&2|2409&5|3386&5|3386&5|2409&5|2410&5|3386&5|1805&5|3386&5
318&5|3535&4|1179&4|104&4|231&4|3753&4|3557&2|474&4|3052&3|1617&3|3795&5|2028&5;1259&4|3513&4|2858&4|1304&5|2804&5|1633&3|3176&4|2231&4|1097&5|2804&5;318&5|3535&4|1179&4|104&4|231&4|3753&4|3557&2|474&4|3052&3|1617&3|3795&5|2028&5|1259&4|3513&4|2858&4|1304&5|2804&5|1633&3|3176&4|2231&4|1097&5|2804&5
2826&4|2683&5|3273&3|2710&1|3717&5|1911&3|1911&3|2706&5|785&5|383&4|3273&3|2581&2;2901&4|3114&5|2700&2|3114&5|2700&2|2901&4|2901&4|2700&2|2702&2|2907&1;2826&4|2683&5|3273&3|2710&1|3717&5|1911&3|1911&3|2706&5|785&5|383&4|3273&3|2581&2|2901&4|3114&5|2700&2|3114&5|2700&2|2901&4|2901&4|2700&2|2702&2|2907&1
2001&3|2470&4|858&5|2076&5|3702&5|2763&3|923&4|1017&4|904&4|3737&4|593&3|1387&5;2321&2|913&4|2997&4|1645&3|1267&5|3451&3|597&3|707&4|3507&4|3507&4;2001&3|2470&4|858&5|2076&5|3702&5|2763&3|923&4|1017&4|904&4|3737&4|593&3|1387&5|2321&2|913&4|2997&4|1645&3|1267&5|3451&3|597&3|707&4|3507&4|3507&4
589&5|253&4|3020&4|3834&5|3802&4|16&5|2302&5|2762&4|3174&5|3809&4|2959&4|3802&4;1201&5|1222&4|1222&4|3370&5|2916&5|2401&5|1378&4|1222&4|1201&5|2401&5;589&5|253&4|3020&4|3834&5|3802&4|16&5|2302&5|2762&4|3174&5|3809&4|2959&4|3802&4|1201&5|1222&4|1222&4|3370&5|2916&5|2401&5|1378&4|1222&4|1201&5|2401&5
1608&4|2058&5|2059&3|1918&4|1580&4|1580&4|2002&5|1608&4|1676&3|474&4|1917&5|1580&4;2699&4|3697&4|1585&1|1372&4|3697&4|786&3|736&5|786&3|1372&4|786&3;1608&4|2058&5|2059&3|1918&4|1580&4|1580&4|2002&5|1608&4|1676&3|474&4|1917&5|1580&4|2699&4|3697&4|1585&1|1372&4|3697&4|786&3|736&5|786&3|1372&4|786&3
1240&2|924&4|3521&5|1175&3|3178&4|2571&4|3521&5|2280&3|1248&4|3571&2|3019&4|2628&1;1831&2|1676&1|2968&4|2916&1|1690&1|2968&4|1584&5|3481&3|1580&2|2140&4;1240&2|924&4|3521&5|1175&3|3178&4|2571&4|3521&5|2280&3|1248&4|3571&2|3019&4|2628&1|1831&2|1676&1|2968&4|2916&1|1690&1|2968&4|1584&5|3481&3|1580&2|2140&4
1256&5|2472&2|3872&5|1431&1|1824&1|2922&4|839&1|1591&2|1206&5|3550&3|2728&5|2652&4;3041&1|348&4|2119&1|2064&4|1028&3|3619&1|1952&4|585&4|2263&1|3613&3;1256&5|2472&2|3872&5|1431&1|1824&1|2922&4|839&1|1591&2|1206&5|3550&3|2728&5|2652&4|3041&1|348&4|2119&1|2064&4|1028&3|3619&1|1952&4|585&4|2263&1|3613&3
2355&4|3434&1|2147&2|2457&3|2828&1|2355&4|2975&2|2554&2|2355&4|2720&3|2720&3|2901&3;2987&4|3157&3|2841&4|2093&3|2841&4|1513&3|3157&3|2093&3|2841&4|2841&4;2355&4|3434&1|2147&2|2457&3|2828&1|2355&4|2975&2|2554&2|2355&4|2720&3|2720&3|2901&3|2987&4|3157&3|2841&4|2093&3|2841&4|1513&3|3157&3|2093&3|2841&4|2841&4
1407&4|480&4|1370&4|3081&4|1597&1|165&4|1597&1|879&2|2918&5|2371&5|1597&1|1597&1;1394&5|2795&5|2000&5|1307&4|3039&5|1394&5|1342&3|2000&5|2795&5|2000&5;1407&4|480&4|1370&4|3081&4|1597&1|165&4|1597&1|879&2|2918&5|2371&5|1597&1|1597&1|1394&5|2795&5|2000&5|1307&4|3039&5|1394&5|1342&3|2000&5|2795&5|2000&5
