state;action_reward;n_state
77524&5|28829&4|28829&4|77524&5|28829&4|57027&5|77524&5|27257&5|77524&5|27257&5|28829&4|57027&5;24648&3|24648&3|6073&5|6073&5|6073&5|6073&5|24648&3|6073&5|24648&3|6073&5;77524&5|28829&4|28829&4|77524&5|28829&4|57027&5|77524&5|27257&5|77524&5|27257&5|28829&4|57027&5|24648&3|24648&3|6073&5|6073&5|6073&5|6073&5|24648&3|6073&5|24648&3|6073&5
41238&3|33212&4|75459&4|47020&3|34769&5|40648&4|6566&4|10656&5|38409&4|34417&5|47664&5|48641&3;49677&3|49473&3|50150&3|49480&4|50035&3|48525&5|44185&3|52716&4|49629&3|52948&3;41238&3|33212&4|75459&4|47020&3|34769&5|40648&4|6566&4|10656&5|38409&4|34417&5|47664&5|48641&3|49677&3|49473&3|50150&3|49480&4|50035&3|48525&5|44185&3|52716&4|49629&3|52948&3
33212&4|10693&4|67026&4|2709&5|56415&4|7902&4|59420&5|17611&4|60519&5|67385&4|75802&4|31547&4;7762&4|19986&4|40596&5|73373&5|74185&5|43137&4|40977&4|23385&4|15047&4|39277&4;33212&4|10693&4|67026&4|2709&5|56415&4|7902&4|59420&5|17611&4|60519&5|67385&4|75802&4|31547&4|7762&4|19986&4|40596&5|73373&5|74185&5|43137&4|40977&4|23385&4|15047&4|39277&4
66383&5|17730&5|53464&5|20948&4|20948&4|63821&3|25523&5|18145&4|31193&4|14463&5|2014&4|8&4;33924&5|45594&4|43413&5|43089&4|43413&5|43089&4|43089&4|33924&5|43413&5|30684&4;66383&5|17730&5|53464&5|20948&4|20948&4|63821&3|25523&5|18145&4|31193&4|14463&5|2014&4|8&4|33924&5|45594&4|43413&5|43089&4|43413&5|43089&4|43089&4|33924&5|43413&5|30684&4
28984&5|58256&5|56359&5|8576&5|8576&5|7717&5|59962&5|67702&5|7717&5|7717&5|72475&5|73508&4;71917&4|71917&4|156&1|29288&4|65474&5|27884&4|65474&5|156&1|71917&4|71917&4;28984&5|58256&5|56359&5|8576&5|8576&5|7717&5|59962&5|67702&5|7717&5|7717&5|72475&5|73508&4|71917&4|71917&4|156&1|29288&4|65474&5|27884&4|65474&5|156&1|71917&4|71917&4
78718&5|49027&1|78718&5|49027&1|49027&1|49027&1|49027&1|49027&1|78718&5|49027&1|78718&5|78718&5;65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5;78718&5|49027&1|78718&5|49027&1|49027&1|49027&1|49027&1|49027&1|78718&5|49027&1|78718&5|78718&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5|65806&5
10394&1|33755&4|40720&3|3971&4|21376&3|22081&4|5049&2|1030&5|32016&4|25082&4|32483&5|32634&4;25939&4|46344&4|17243&5|73103&4|47776&3|44114&3|45025&1|47872&2|46649&4|55280&2;10394&1|33755&4|40720&3|3971&4|21376&3|22081&4|5049&2|1030&5|32016&4|25082&4|32483&5|32634&4|25939&4|46344&4|17243&5|73103&4|47776&3|44114&3|45025&1|47872&2|46649&4|55280&2
51096&5|58207&5|23927&5|76289&5|25024&5|18067&5|58207&5|18210&5|9442&5|54778&5|18067&5|18067&5;29028&5|21837&5|64408&5|21837&5|64408&5|11125&5|11125&5|11125&5|21837&5|21837&5;51096&5|58207&5|23927&5|76289&5|25024&5|18067&5|58207&5|18210&5|9442&5|54778&5|18067&5|18067&5|29028&5|21837&5|64408&5|21837&5|64408&5|11125&5|11125&5|11125&5|21837&5|21837&5
41215&5|13510&5|13510&5|41215&5|41215&5|17942&5|17942&5|13510&5|41215&5|41215&5|13510&5|41215&5;7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5;41215&5|13510&5|13510&5|41215&5|41215&5|17942&5|17942&5|13510&5|41215&5|41215&5|13510&5|41215&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5|7252&5
76524&5|5561&4|5561&4|76524&5|76524&5|50307&5|14590&5|50307&5|14590&5|50307&5|14590&5|14718&4;52110&4|10815&5|10815&5|10815&5|52110&4|10815&5|52110&4|10815&5|52110&4|10815&5;76524&5|5561&4|5561&4|76524&5|76524&5|50307&5|14590&5|50307&5|14590&5|50307&5|14590&5|14718&4|52110&4|10815&5|10815&5|10815&5|52110&4|10815&5|52110&4|10815&5|52110&4|10815&5
26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5;35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5;26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|26536&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5|35831&5
43798&5|851&5|72479&5|851&5|1731&5|43798&5|851&5|78483&5|78483&5|78483&5|72479&5|78483&5;42681&4|42681&4|42681&4|38235&3|38235&3|38235&3|42681&4|38235&3|42681&4|38235&3;43798&5|851&5|72479&5|851&5|1731&5|43798&5|851&5|78483&5|78483&5|78483&5|72479&5|78483&5|42681&4|42681&4|42681&4|38235&3|38235&3|38235&3|42681&4|38235&3|42681&4|38235&3
31059&4|37491&4|18621&4|10586&5|15458&5|16412&5|46487&4|62031&5|20507&3|32991&5|33712&4|77942&4;42235&4|52293&4|56993&4|42235&4|44393&5|3825&5|59843&4|53399&5|44385&5|49446&4;31059&4|37491&4|18621&4|10586&5|15458&5|16412&5|46487&4|62031&5|20507&3|32991&5|33712&4|77942&4|42235&4|52293&4|56993&4|42235&4|44393&5|3825&5|59843&4|53399&5|44385&5|49446&4
68226&5|27348&5|22882&3|10642&5|9448&5|1944&3|205&3|56173&5|9448&5|8676&5|56173&5|22882&3;63845&4|65346&5|65138&5|65138&5|65138&5|30175&4|30175&4|63845&4|30175&4|65346&5;68226&5|27348&5|22882&3|10642&5|9448&5|1944&3|205&3|56173&5|9448&5|8676&5|56173&5|22882&3|63845&4|65346&5|65138&5|65138&5|65138&5|30175&4|30175&4|63845&4|30175&4|65346&5
4294&5|79442&4|4891&5|35760&5|13718&5|73403&5|51217&5|60031&3|23322&3|70179&3|60031&3|37699&5;79067&5|66487&5|4447&5|60172&3|57485&5|49186&5|75773&4|12420&5|52572&3|45943&3;4294&5|79442&4|4891&5|35760&5|13718&5|73403&5|51217&5|60031&3|23322&3|70179&3|60031&3|37699&5|79067&5|66487&5|4447&5|60172&3|57485&5|49186&5|75773&4|12420&5|52572&3|45943&3
39988&3|16122&5|35835&4|64362&5|36591&4|25991&4|38007&4|38715&4|43926&4|37083&5|62334&5|7022&4;50159&4|49054&5|43642&5|37058&4|49342&5|49342&5|20675&5|1678&4|23600&5|49552&5;39988&3|16122&5|35835&4|64362&5|36591&4|25991&4|38007&4|38715&4|43926&4|37083&5|62334&5|7022&4|50159&4|49054&5|43642&5|37058&4|49342&5|49342&5|20675&5|1678&4|23600&5|49552&5
51305&2|49954&5|40870&4|48310&3|49863&4|17087&4|7468&5|33538&5|39075&4|58737&4|46493&4|46361&3;51771&4|52381&5|25605&4|52032&5|51517&4|51517&4|33500&4|25605&4|49542&4|51541&5;51305&2|49954&5|40870&4|48310&3|49863&4|17087&4|7468&5|33538&5|39075&4|58737&4|46493&4|46361&3|51771&4|52381&5|25605&4|52032&5|51517&4|51517&4|33500&4|25605&4|49542&4|51541&5
51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4;29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5;51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|51830&4|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5|29134&5
8179&5|68092&4|1052&5|21393&3|69901&5|1735&3|10638&4|3338&3|78458&5|28287&3|72817&5|76846&3;30880&3|39598&5|35365&5|30966&4|31737&1|40951&2|32543&3|31986&3|30740&5|2487&3;8179&5|68092&4|1052&5|21393&3|69901&5|1735&3|10638&4|3338&3|78458&5|28287&3|72817&5|76846&3|30880&3|39598&5|35365&5|30966&4|31737&1|40951&2|32543&3|31986&3|30740&5|2487&3
78460&5|77667&5|5367&4|44412&4|21229&5|52435&5|78288&5|30299&4|29970&5|57684&5|68351&4|13585&5;67070&4|66630&4|9451&4|66694&5|7164&4|29691&4|61943&4|66591&4|27107&5|46949&4;78460&5|77667&5|5367&4|44412&4|21229&5|52435&5|78288&5|30299&4|29970&5|57684&5|68351&4|13585&5|67070&4|66630&4|9451&4|66694&5|7164&4|29691&4|61943&4|66591&4|27107&5|46949&4
14250&4|15433&3|7607&5|18483&5|17876&5|25587&5|16705&5|55380&4|7403&5|44876&5|11340&5|4141&5;49569&3|60352&5|51269&5|52393&5|52636&5|17051&5|17051&5|17051&5|52393&5|17051&5;14250&4|15433&3|7607&5|18483&5|17876&5|25587&5|16705&5|55380&4|7403&5|44876&5|11340&5|4141&5|49569&3|60352&5|51269&5|52393&5|52636&5|17051&5|17051&5|17051&5|52393&5|17051&5
73875&5|4418&5|10925&4|19940&5|64800&4|64800&4|65694&3|34506&5|30524&4|42359&4|28476&5|6267&5;45060&4|41059&5|41059&5|49981&3|6454&5|49612&4|46948&4|46948&4|44652&4|49981&3;73875&5|4418&5|10925&4|19940&5|64800&4|64800&4|65694&3|34506&5|30524&4|42359&4|28476&5|6267&5|45060&4|41059&5|41059&5|49981&3|6454&5|49612&4|46948&4|46948&4|44652&4|49981&3
7964&5|5610&5|8775&4|10566&5|7026&5|5411&5|13423&5|5610&5|8070&5|10566&5|4834&4|4704&4;6584&3|11735&4|6584&3|11735&4|16152&5|10199&5|7675&4|4444&5|11452&3|4444&5;7964&5|5610&5|8775&4|10566&5|7026&5|5411&5|13423&5|5610&5|8070&5|10566&5|4834&4|4704&4|6584&3|11735&4|6584&3|11735&4|16152&5|10199&5|7675&4|4444&5|11452&3|4444&5
74477&4|70618&4|3291&3|3007&5|69961&3|54915&3|59606&3|30630&3|62589&4|68056&3|61076&4|34760&4;42887&4|51556&4|47840&4|41992&4|48038&4|43243&4|44167&5|46470&4|41080&4|48355&4;74477&4|70618&4|3291&3|3007&5|69961&3|54915&3|59606&3|30630&3|62589&4|68056&3|61076&4|34760&4|42887&4|51556&4|47840&4|41992&4|48038&4|43243&4|44167&5|46470&4|41080&4|48355&4
2008&5|35488&5|1776&3|1708&5|24370&5|34932&5|23676&5|7451&5|67138&5|32779&4|60040&5|14703&5;43212&3|39895&4|3198&5|76067&4|45107&3|64871&5|44014&4|45107&3|34174&1|24300&5;2008&5|35488&5|1776&3|1708&5|24370&5|34932&5|23676&5|7451&5|67138&5|32779&4|60040&5|14703&5|43212&3|39895&4|3198&5|76067&4|45107&3|64871&5|44014&4|45107&3|34174&1|24300&5
22434&4|4575&5|4575&5|68208&4|68208&4|4145&5|29826&5|54940&4|28780&3|15623&5|31611&4|19823&5;54953&5|9918&5|54953&5|62282&5|54953&5|9918&5|62282&5|54953&5|21339&5|4616&5;22434&4|4575&5|4575&5|68208&4|68208&4|4145&5|29826&5|54940&4|28780&3|15623&5|31611&4|19823&5|54953&5|9918&5|54953&5|62282&5|54953&5|9918&5|62282&5|54953&5|21339&5|4616&5
68945&4|10620&5|20230&3|61494&4|53338&5|25552&4|8593&5|12739&4|14099&4|24689&4|67987&5|11836&5;27699&5|61952&3|58172&4|26229&5|25673&5|13029&3|78242&5|58777&4|9953&3|32867&4;68945&4|10620&5|20230&3|61494&4|53338&5|25552&4|8593&5|12739&4|14099&4|24689&4|67987&5|11836&5|27699&5|61952&3|58172&4|26229&5|25673&5|13029&3|78242&5|58777&4|9953&3|32867&4
54512&4|14310&4|66208&4|79030&4|24607&4|78817&4|14310&4|64225&5|66208&4|24607&4|50854&3|54512&4;31361&4|41218&5|31361&4|31361&4|8277&5|69279&4|48838&5|69279&4|48838&5|31361&4;54512&4|14310&4|66208&4|79030&4|24607&4|78817&4|14310&4|64225&5|66208&4|24607&4|50854&3|54512&4|31361&4|41218&5|31361&4|31361&4|8277&5|69279&4|48838&5|69279&4|48838&5|31361&4
7249&4|76645&4|65186&3|58692&4|59875&5|58692&4|57414&5|53421&4|53421&4|53421&4|57143&1|54745&5;65483&3|64248&2|28696&2|28696&2|28696&2|28696&2|28696&2|65483&3|62525&3|8576&4;7249&4|76645&4|65186&3|58692&4|59875&5|58692&4|57414&5|53421&4|53421&4|53421&4|57143&1|54745&5|65483&3|64248&2|28696&2|28696&2|28696&2|28696&2|28696&2|65483&3|62525&3|8576&4
51043&5|72830&5|26026&5|39117&4|54126&5|51043&5|25931&4|51043&5|35656&4|62188&5|35656&4|62188&5;19130&5|60226&5|19130&5|57238&5|60226&5|60226&5|19130&5|57238&5|19130&5|57238&5;51043&5|72830&5|26026&5|39117&4|54126&5|51043&5|25931&4|51043&5|35656&4|62188&5|35656&4|62188&5|19130&5|60226&5|19130&5|57238&5|60226&5|60226&5|19130&5|57238&5|19130&5|57238&5
36864&5|34362&4|77262&4|21846&5|38009&4|39226&3|38675&4|38772&4|50750&5|25805&4|4207&5|34703&5;20234&5|41373&4|40977&4|45601&3|42844&5|40659&4|43143&3|45601&3|47275&4|32669&5;36864&5|34362&4|77262&4|21846&5|38009&4|39226&3|38675&4|38772&4|50750&5|25805&4|4207&5|34703&5|20234&5|41373&4|40977&4|45601&3|42844&5|40659&4|43143&3|45601&3|47275&4|32669&5
30530&4|77202&3|30530&4|60652&3|3445&3|5756&5|9187&4|75019&3|72803&4|66211&4|24194&5|4984&5;63277&4|5898&4|37281&5|5898&4|37333&5|37281&5|76573&5|76573&5|63277&4|37333&5;30530&4|77202&3|30530&4|60652&3|3445&3|5756&5|9187&4|75019&3|72803&4|66211&4|24194&5|4984&5|63277&4|5898&4|37281&5|5898&4|37333&5|37281&5|76573&5|76573&5|63277&4|37333&5
33178&4|17337&2|8343&5|66308&4|58043&4|6072&4|8698&5|18636&5|1519&4|64355&4|64484&5|18636&5;40870&5|36831&5|20247&5|59085&5|7528&4|28601&5|15298&5|28601&5|35700&5|48293&4;33178&4|17337&2|8343&5|66308&4|58043&4|6072&4|8698&5|18636&5|1519&4|64355&4|64484&5|18636&5|40870&5|36831&5|20247&5|59085&5|7528&4|28601&5|15298&5|28601&5|35700&5|48293&4
75161&3|37116&4|43339&3|48543&4|40434&5|44615&2|30124&5|74548&2|2588&5|45733&3|48632&5|41813&3;36965&5|50073&5|48374&3|51919&5|48374&3|48462&5|51952&3|49845&3|51974&4|52593&4;75161&3|37116&4|43339&3|48543&4|40434&5|44615&2|30124&5|74548&2|2588&5|45733&3|48632&5|41813&3|36965&5|50073&5|48374&3|51919&5|48374&3|48462&5|51952&3|49845&3|51974&4|52593&4
5599&4|4316&4|4316&4|7502&5|53377&3|5599&4|53377&3|4316&4|7502&5|7502&5|4316&4|53377&3;24103&5|24103&5|73508&5|73508&5|73508&5|73508&5|73508&5|73508&5|24103&5|73508&5;5599&4|4316&4|4316&4|7502&5|53377&3|5599&4|53377&3|4316&4|7502&5|7502&5|4316&4|53377&3|24103&5|24103&5|73508&5|73508&5|73508&5|73508&5|73508&5|73508&5|24103&5|73508&5
3697&2|77054&5|79180&3|5380&5|29816&4|71561&4|35773&1|24916&3|33249&2|38360&2|40158&2|32516&5;45959&4|46453&2|32842&5|45576&3|44604&2|43718&4|43955&4|40407&5|46453&2|56415&4;3697&2|77054&5|79180&3|5380&5|29816&4|71561&4|35773&1|24916&3|33249&2|38360&2|40158&2|32516&5|45959&4|46453&2|32842&5|45576&3|44604&2|43718&4|43955&4|40407&5|46453&2|56415&4
39437&4|3689&5|38296&4|40173&4|37559&5|33890&4|37433&4|39437&4|3689&5|40173&4|3689&5|35760&5;36592&5|34500&5|36592&5|45219&5|34500&5|36592&5|45219&5|34500&5|45219&5|45219&5;39437&4|3689&5|38296&4|40173&4|37559&5|33890&4|37433&4|39437&4|3689&5|40173&4|3689&5|35760&5|36592&5|34500&5|36592&5|45219&5|34500&5|36592&5|45219&5|34500&5|45219&5|45219&5
61509&5|61509&5|61509&5|70536&5|61509&5|61509&5|70536&5|61509&5|70536&5|70536&5|61509&5|70536&5;78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5;61509&5|61509&5|61509&5|70536&5|61509&5|61509&5|70536&5|61509&5|70536&5|70536&5|61509&5|70536&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5|78149&5
7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5;48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3;7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|7882&5|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3|48294&3
31894&5|77573&5|6100&5|36852&4|23768&5|31893&4|31893&4|20868&5|59699&5|27134&5|6100&5|13055&4;48623&5|55216&4|48623&5|55216&4|40954&5|48623&5|40954&5|48623&5|40954&5|40954&5;31894&5|77573&5|6100&5|36852&4|23768&5|31893&4|31893&4|20868&5|59699&5|27134&5|6100&5|13055&4|48623&5|55216&4|48623&5|55216&4|40954&5|48623&5|40954&5|48623&5|40954&5|40954&5
72511&4|67166&4|8825&5|13585&4|13585&4|23524&4|23524&4|27819&3|59023&5|36924&4|19059&4|6084&5;50395&5|7524&5|61700&4|32849&4|61700&4|32721&4|50395&5|50395&5|26081&3|32849&4;72511&4|67166&4|8825&5|13585&4|13585&4|23524&4|23524&4|27819&3|59023&5|36924&4|19059&4|6084&5|50395&5|7524&5|61700&4|32849&4|61700&4|32721&4|50395&5|50395&5|26081&3|32849&4
58577&5|50345&5|53418&5|60471&5|28406&5|64471&5|28708&5|65011&5|5463&5|28829&3|67815&5|28708&5;64213&5|62457&5|12907&4|57273&5|79581&4|62457&5|17873&5|58777&5|64213&5|23452&5;58577&5|50345&5|53418&5|60471&5|28406&5|64471&5|28708&5|65011&5|5463&5|28829&3|67815&5|28708&5|64213&5|62457&5|12907&4|57273&5|79581&4|62457&5|17873&5|58777&5|64213&5|23452&5
498&5|34165&4|7972&5|29934&5|12653&5|7972&5|7972&5|7972&5|2948&5|8562&5|31442&5|18249&5;47649&5|47970&5|47970&5|33250&5|47649&5|39582&5|39582&5|39582&5|39582&5|9808&5;498&5|34165&4|7972&5|29934&5|12653&5|7972&5|7972&5|7972&5|2948&5|8562&5|31442&5|18249&5|47649&5|47970&5|47970&5|33250&5|47649&5|39582&5|39582&5|39582&5|39582&5|9808&5
14979&5|15102&3|57992&5|4890&5|78970&5|8581&2|15312&3|4487&4|5949&3|4364&5|9026&5|22429&4;30905&4|30066&5|22788&5|7038&5|70592&3|41735&3|34805&3|12802&4|47024&5|7563&5;14979&5|15102&3|57992&5|4890&5|78970&5|8581&2|15312&3|4487&4|5949&3|4364&5|9026&5|22429&4|30905&4|30066&5|22788&5|7038&5|70592&3|41735&3|34805&3|12802&4|47024&5|7563&5
51078&4|73522&5|47239&3|46314&5|70850&3|42422&3|47278&3|43595&4|9232&5|65806&5|39836&4|70850&3;48817&5|48817&5|52408&4|16675&5|53488&5|7385&5|26324&5|52751&5|65757&5|495&5;51078&4|73522&5|47239&3|46314&5|70850&3|42422&3|47278&3|43595&4|9232&5|65806&5|39836&4|70850&3|48817&5|48817&5|52408&4|16675&5|53488&5|7385&5|26324&5|52751&5|65757&5|495&5
13391&3|63521&4|43797&4|27408&4|44621&3|27492&3|50967&2|63099&2|65700&3|8949&3|8951&3|31824&2;15007&4|4566&4|69258&4|7796&4|15007&4|15007&4|11332&3|52431&3|26433&4|5382&3;13391&3|63521&4|43797&4|27408&4|44621&3|27492&3|50967&2|63099&2|65700&3|8949&3|8951&3|31824&2|15007&4|4566&4|69258&4|7796&4|15007&4|15007&4|11332&3|52431&3|26433&4|5382&3
76127&5|70157&5|23233&4|74231&5|55014&5|75282&4|77538&3|75317&5|68564&5|18648&5|77420&4|77515&4;2845&4|2039&5|2845&4|79181&4|20550&5|20550&5|2845&4|79181&4|2845&4|2039&5;76127&5|70157&5|23233&4|74231&5|55014&5|75282&4|77538&3|75317&5|68564&5|18648&5|77420&4|77515&4|2845&4|2039&5|2845&4|79181&4|20550&5|20550&5|2845&4|79181&4|2845&4|2039&5
17432&5|17432&5|6181&5|17432&5|6181&5|6181&5|17432&5|17432&5|6181&5|17432&5|6181&5|6181&5;24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5;17432&5|17432&5|6181&5|17432&5|6181&5|6181&5|17432&5|17432&5|6181&5|17432&5|6181&5|6181&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5|24456&5
19858&4|17704&5|3439&4|3439&4|13622&5|66598&4|19858&4|19192&4|66256&5|19858&4|20599&3|19858&4;52494&5|52494&5|52494&5|52494&5|4346&5|27959&5|70271&5|70271&5|21526&5|4346&5;19858&4|17704&5|3439&4|3439&4|13622&5|66598&4|19858&4|19192&4|66256&5|19858&4|20599&3|19858&4|52494&5|52494&5|52494&5|52494&5|4346&5|27959&5|70271&5|70271&5|21526&5|4346&5
55815&5|4815&4|5869&5|9700&5|4815&4|55881&5|4415&4|55815&5|4712&5|22419&3|5869&5|5017&4;63277&5|56496&5|59147&5|71721&5|55736&5|56496&5|58224&5|63277&5|71721&5|55736&5;55815&5|4815&4|5869&5|9700&5|4815&4|55881&5|4415&4|55815&5|4712&5|22419&3|5869&5|5017&4|63277&5|56496&5|59147&5|71721&5|55736&5|56496&5|58224&5|63277&5|71721&5|55736&5
75046&5|4200&5|15701&4|26536&5|5358&3|64671&5|4566&5|60880&3|4200&5|13589&5|72229&5|56974&4;30290&5|36924&5|22211&5|58671&5|7922&5|25051&5|63908&5|21378&5|20439&4|23116&5;75046&5|4200&5|15701&4|26536&5|5358&3|64671&5|4566&5|60880&3|4200&5|13589&5|72229&5|56974&4|30290&5|36924&5|22211&5|58671&5|7922&5|25051&5|63908&5|21378&5|20439&4|23116&5
64319&1|29794&4|64319&1|13547&2|31269&3|31269&3|29794&4|32526&1|74501&5|64319&1|31269&3|74501&5;30974&5|42793&5|42793&5|44412&4|33670&2|42793&5|33670&2|42793&5|30974&5|42793&5;64319&1|29794&4|64319&1|13547&2|31269&3|31269&3|29794&4|32526&1|74501&5|64319&1|31269&3|74501&5|30974&5|42793&5|42793&5|44412&4|33670&2|42793&5|33670&2|42793&5|30974&5|42793&5
23636&3|40165&4|61872&4|23636&3|61872&4|40165&4|23636&3|61872&4|23636&3|23636&3|61872&4|23636&3;35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5;23636&3|40165&4|61872&4|23636&3|61872&4|40165&4|23636&3|61872&4|23636&3|23636&3|61872&4|23636&3|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5|35564&5
40642&4|61847&5|8612&5|61847&5|40642&4|40642&4|40642&4|61847&5|8612&5|8612&5|61847&5|40642&4;48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1;40642&4|61847&5|8612&5|61847&5|40642&4|40642&4|40642&4|61847&5|8612&5|8612&5|61847&5|40642&4|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1|48558&1
48012&4|55431&3|55431&3|12481&5|26688&3|78267&5|25799&5|47949&4|24136&5|30118&4|17653&5|47949&4;61406&5|50119&2|48226&5|50119&2|48226&5|48226&5|48226&5|50119&2|61406&5|61406&5;48012&4|55431&3|55431&3|12481&5|26688&3|78267&5|25799&5|47949&4|24136&5|30118&4|17653&5|47949&4|61406&5|50119&2|48226&5|50119&2|48226&5|48226&5|48226&5|50119&2|61406&5|61406&5
56189&5|24222&5|26803&1|24222&5|26803&1|27611&5|20220&5|24222&5|29690&5|20220&5|29690&5|64995&5;23293&4|48947&5|48947&5|48947&5|34337&5|34337&5|23293&4|52925&5|52925&5|52925&5;56189&5|24222&5|26803&1|24222&5|26803&1|27611&5|20220&5|24222&5|29690&5|20220&5|29690&5|64995&5|23293&4|48947&5|48947&5|48947&5|34337&5|34337&5|23293&4|52925&5|52925&5|52925&5
18267&4|5852&4|19639&4|19639&4|26073&5|5181&4|5245&4|19639&4|18195&4|18390&4|18267&4|26073&5;25602&4|5348&4|5348&4|30974&5|5257&5|25602&4|25602&4|30974&5|5846&4|25602&4;18267&4|5852&4|19639&4|19639&4|26073&5|5181&4|5245&4|19639&4|18195&4|18390&4|18267&4|26073&5|25602&4|5348&4|5348&4|30974&5|5257&5|25602&4|25602&4|30974&5|5846&4|25602&4
20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5;21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5;20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|20055&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5|21140&5
5017&4|4325&5|5017&4|5801&5|5017&4|5238&5|4325&5|8423&5|4325&5|5326&4|5801&5|4325&5;9549&3|14765&5|14765&5|14765&5|14765&5|9549&3|14765&5|9549&3|14765&5|9549&3;5017&4|4325&5|5017&4|5801&5|5017&4|5238&5|4325&5|8423&5|4325&5|5326&4|5801&5|4325&5|9549&3|14765&5|14765&5|14765&5|14765&5|9549&3|14765&5|9549&3|14765&5|9549&3
19368&4|39576&5|39576&5|19368&4|19368&4|19368&4|39576&5|39576&5|39576&5|39576&5|39576&5|39576&5;15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4;19368&4|39576&5|39576&5|19368&4|19368&4|19368&4|39576&5|39576&5|39576&5|39576&5|39576&5|39576&5|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4|15932&4
42998&5|45520&3|48703&4|46066&4|46189&3|3198&5|45696&5|48257&5|41601&3|46066&4|61685&5|44781&4;38984&5|50243&1|52120&1|49935&4|38984&5|51294&5|38984&5|49935&4|49371&4|51294&5;42998&5|45520&3|48703&4|46066&4|46189&3|3198&5|45696&5|48257&5|41601&3|46066&4|61685&5|44781&4|38984&5|50243&1|52120&1|49935&4|38984&5|51294&5|38984&5|49935&4|49371&4|51294&5
9320&5|9053&3|4594&4|68260&5|66876&5|26052&4|32407&4|22478&5|79584&4|63580&5|4261&5|18603&3;66472&5|59463&4|34616&3|32960&2|11668&5|76475&4|538&4|12791&5|54834&5|75584&5;9320&5|9053&3|4594&4|68260&5|66876&5|26052&4|32407&4|22478&5|79584&4|63580&5|4261&5|18603&3|66472&5|59463&4|34616&3|32960&2|11668&5|76475&4|538&4|12791&5|54834&5|75584&5
38070&4|72076&5|40903&4|38074&5|40855&4|40855&4|49721&4|79235&5|11458&4|52801&4|40903&4|66427&4;52950&4|52413&4|56432&5|52803&4|56432&5|37962&4|52803&4|52803&4|49955&4|53158&3;38070&4|72076&5|40903&4|38074&5|40855&4|40855&4|49721&4|79235&5|11458&4|52801&4|40903&4|66427&4|52950&4|52413&4|56432&5|52803&4|56432&5|37962&4|52803&4|52803&4|49955&4|53158&3
