state;action_reward;n_state
56&4|491&5|481&3|216&5|474&4|183&4|497&3|484&4|79&4|125&3|519&4|235&2;49&3|663&2|684&4|203&4|162&5|659&3|700&2|186&4|65&3|796&3;56&4|491&5|481&3|216&5|474&4|183&4|497&3|484&4|79&4|125&3|519&4|235&2|49&3|663&2|684&4|203&4|162&5|659&3|700&2|186&4|65&3|796&3
380&5|758&3|191&5|841&3|112&3|169&5|679&4|123&4|215&4|1049&3|465&4|71&4;1139&3|802&4|674&4|139&3|1033&2|802&4|226&4|743&3|63&4|1033&2;380&5|758&3|191&5|841&3|112&3|169&5|679&4|123&4|215&4|1049&3|465&4|71&4|1139&3|802&4|674&4|139&3|1033&2|802&4|226&4|743&3|63&4|1033&2
307&2|294&2|294&2|288&5|328&1|271&4|245&2|310&1|751&3|345&1|754&1|271&4;705&4|687&1|266&1|892&1|50&5|892&1|266&1|50&5|181&4|603&4;307&2|294&2|294&2|288&5|328&1|271&4|245&2|310&1|751&3|345&1|754&1|271&4|705&4|687&1|266&1|892&1|50&5|892&1|266&1|50&5|181&4|603&4
129&4|740&4|7&3|125&4|276&5|125&4|284&4|285&5|15&3|408&4|285&5|7&3;628&5|696&4|240&3|823&3|121&4|117&4|823&3|121&4|628&5|473&4;129&4|740&4|7&3|125&4|276&5|125&4|284&4|285&5|15&3|408&4|285&5|7&3|628&5|696&4|240&3|823&3|121&4|117&4|823&3|121&4|628&5|473&4
485&4|462&3|182&3|845&3|431&4|33&4|181&3|209&3|1240&3|943&4|710&3|484&4;395&2|161&3|210&3|72&1|739&3|1218&3|578&2|229&3|286&3|580&4;485&4|462&3|182&3|845&3|431&4|33&4|181&3|209&3|1240&3|943&4|710&3|484&4|395&2|161&3|210&3|72&1|739&3|1218&3|578&2|229&3|286&3|580&4
211&4|655&3|325&4|268&2|153&4|655&3|8&5|887&4|887&4|310&4|319&4|319&4;435&5|210&3|692&3|210&3|4&4|435&5|4&4|4&4|692&3|692&3;211&4|655&3|325&4|268&2|153&4|655&3|8&5|887&4|887&4|310&4|319&4|319&4|435&5|210&3|692&3|210&3|4&4|435&5|4&4|4&4|692&3|692&3
59&4|423&3|709&4|281&3|1048&3|402&3|660&2|143&3|1&4|295&4|304&2|448&3;780&3|249&3|147&3|313&3|301&2|159&2|358&4|755&3|821&2|1441&2;59&4|423&3|709&4|281&3|1048&3|402&3|660&2|143&3|1&4|295&4|304&2|448&3|780&3|249&3|147&3|313&3|301&2|159&2|358&4|755&3|821&2|1441&2
258&5|306&4|319&4|1063&4|690&3|690&3|292&4|748&2|319&4|286&5|292&4|289&3;484&3|50&4|191&3|191&3|191&3|191&3|173&5|427&5|427&5|427&5;258&5|306&4|319&4|1063&4|690&3|690&3|292&4|748&2|319&4|286&5|292&4|289&3|484&3|50&4|191&3|191&3|191&3|191&3|173&5|427&5|427&5|427&5
89&5|203&4|300&2|150&5|474&5|286&5|156&5|204&4|195&5|64&5|134&5|474&5;228&5|79&4|956&4|191&5|956&4|1154&5|79&4|222&4|68&4|423&3;89&5|203&4|300&2|150&5|474&5|286&5|156&5|204&4|195&5|64&5|134&5|474&5|228&5|79&4|956&4|191&5|956&4|1154&5|79&4|222&4|68&4|423&3
50&4|220&5|121&5|678&2|181&5|332&4|323&4|294&5|1&5|257&4|678&2|748&4;237&3|1016&5|591&3|281&4|591&3|237&3|471&4|237&3|237&3|281&4;50&4|220&5|121&5|678&2|181&5|332&4|323&4|294&5|1&5|257&4|678&2|748&4|237&3|1016&5|591&3|281&4|591&3|237&3|471&4|237&3|237&3|281&4
172&3|166&5|28&3|173&2|7&4|28&3|173&2|174&3|1&3|168&5|166&5|144&4;209&3|96&4|195&4|96&4|157&2|195&4|209&3|98&4|209&3|195&4;172&3|166&5|28&3|173&2|7&4|28&3|173&2|174&3|1&3|168&5|166&5|144&4|209&3|96&4|195&4|96&4|157&2|195&4|209&3|98&4|209&3|195&4
472&4|404&3|450&2|1285&3|629&3|69&4|125&3|28&5|357&3|164&4|21&3|527&4;1035&4|66&4|405&2|43&3|1028&3|66&4|826&2|1079&2|930&3|88&4;472&4|404&3|450&2|1285&3|629&3|69&4|125&3|28&5|357&3|164&4|21&3|527&4|1035&4|66&4|405&2|43&3|1028&3|66&4|826&2|1079&2|930&3|88&4
185&3|433&5|379&3|153&5|436&5|227&4|100&5|235&4|167&2|95&4|185&3|386&2;243&1|189&5|69&1|437&1|162&1|169&5|388&2|408&5|438&1|410&1;185&3|433&5|379&3|153&5|436&5|227&4|100&5|235&4|167&2|95&4|185&3|386&2|243&1|189&5|69&1|437&1|162&1|169&5|388&2|408&5|438&1|410&1
742&3|948&1|455&1|100&5|477&4|919&5|475&5|25&3|948&1|250&3|1033&2|124&4;932&2|472&4|472&4|826&3|760&3|932&2|841&2|411&1|760&3|1215&4;742&3|948&1|455&1|100&5|477&4|919&5|475&5|25&3|948&1|250&3|1033&2|124&4|932&2|472&4|472&4|826&3|760&3|932&2|841&2|411&1|760&3|1215&4
990&5|751&4|302&5|323&5|302&5|338&1|312&5|329&5|688&1|288&1|990&5|905&4;457&1|1316&4|890&1|457&1|895&2|1316&4|894&1|894&1|895&2|457&1;990&5|751&4|302&5|323&5|302&5|338&1|312&5|329&5|688&1|288&1|990&5|905&4|457&1|1316&4|890&1|457&1|895&2|1316&4|894&1|894&1|895&2|457&1
128&3|144&5|450&1|265&5|510&3|550&5|449&2|554&3|100&3|181&5|96&4|161&4;523&4|430&5|175&4|194&3|238&4|410&4|523&4|204&5|186&5|153&3;128&3|144&5|450&1|265&5|510&3|550&5|449&2|554&3|100&3|181&5|96&4|161&4|523&4|430&5|175&4|194&3|238&4|410&4|523&4|204&5|186&5|153&3
15&3|1135&5|298&4|288&3|298&4|117&4|176&4|98&4|748&4|357&5|117&4|772&4;39&4|484&4|750&4|781&3|781&3|750&4|959&4|39&4|750&4|235&2;15&3|1135&5|298&4|288&3|298&4|117&4|176&4|98&4|748&4|357&5|117&4|772&4|39&4|484&4|750&4|781&3|781&3|750&4|959&4|39&4|750&4|235&2
476&4|273&3|273&3|359&3|1197&3|937&4|459&4|273&3|15&5|276&5|295&4|676&3;595&2|744&3|744&3|922&3|595&2|292&3|922&3|292&3|292&3|742&3;476&4|273&3|273&3|359&3|1197&3|937&4|459&4|273&3|15&5|276&5|295&4|676&3|595&2|744&3|744&3|922&3|595&2|292&3|922&3|292&3|292&3|742&3
286&2|286&2|1393&3|286&2|294&5|748&5|332&4|302&3|358&3|286&2|288&4|328&4;881&4|873&4|873&4|292&3|261&1|292&3|261&1|292&3|881&4|292&3;286&2|286&2|1393&3|286&2|294&5|748&5|332&4|302&3|358&3|286&2|288&4|328&4|881&4|873&4|873&4|292&3|261&1|292&3|261&1|292&3|881&4|292&3
517&4|716&3|277&3|191&4|100&5|9&5|527&4|235&2|642&4|387&4|483&5|213&5;283&5|1396&4|132&5|164&3|77&3|67&3|629&3|275&5|231&3|275&5;517&4|716&3|277&3|191&4|100&5|9&5|527&4|235&2|642&4|387&4|483&5|213&5|283&5|1396&4|132&5|164&3|77&3|67&3|629&3|275&5|231&3|275&5
529&4|455&3|764&3|118&4|410&1|455&3|181&4|1048&2|12&4|628&3|476&3|137&4;479&5|710&2|479&5|96&5|168&5|510&5|480&5|42&4|42&4|96&5;529&4|455&3|764&3|118&4|410&1|455&3|181&4|1048&2|12&4|628&3|476&3|137&4|479&5|710&2|479&5|96&5|168&5|510&5|480&5|42&4|42&4|96&5
815&5|709&5|49&5|237&4|739&4|255&5|756&4|451&5|369&4|275&5|732&4|1041&5;15&4|15&4|546&4|546&4|289&5|282&4|546&4|282&4|66&5|15&4;815&5|709&5|49&5|237&4|739&4|255&5|756&4|451&5|369&4|275&5|732&4|1041&5|15&4|15&4|546&4|546&4|289&5|282&4|546&4|282&4|66&5|15&4
83&4|150&4|276&3|447&3|249&4|92&3|101&3|732&3|216&4|27&3|318&5|732&3;232&4|376&2|206&4|627&3|2&3|549&3|1222&2|2&3|232&4|576&2;83&4|150&4|276&3|447&3|249&4|92&3|101&3|732&3|216&4|27&3|318&5|732&3|232&4|376&2|206&4|627&3|2&3|549&3|1222&2|2&3|232&4|576&2
568&4|604&4|125&5|143&3|269&4|615&5|269&4|125&5|141&4|133&3|968&4|50&5;477&4|98&5|98&5|204&5|174&5|151&4|204&5|204&5|257&4|204&5;568&4|604&4|125&5|143&3|269&4|615&5|269&4|125&5|141&4|133&3|968&4|50&5|477&4|98&5|98&5|204&5|174&5|151&4|204&5|204&5|257&4|204&5
341&5|303&5|300&4|681&5|302&4|319&3|1296&5|990&5|881&5|331&4|990&5|258&4;688&5|688&5|680&5|874&5|688&5|245&5|245&5|289&5|289&5|680&5;341&5|303&5|300&4|681&5|302&4|319&3|1296&5|990&5|881&5|331&4|990&5|258&4|688&5|688&5|680&5|874&5|688&5|245&5|245&5|289&5|289&5|680&5
278&3|284&4|473&2|215&4|24&4|1165&1|181&3|95&4|508&1|121&4|1014&3|168&4;81&2|367&4|81&2|128&5|588&4|144&5|54&3|678&4|720&4|739&4;278&3|284&4|473&2|215&4|24&4|1165&1|181&3|95&4|508&1|121&4|1014&3|168&4|81&2|367&4|81&2|128&5|588&4|144&5|54&3|678&4|720&4|739&4
315&5|748&4|79&3|748&4|168&4|186&4|180&1|873&3|748&4|316&5|269&2|873&3;127&4|98&4|100&4|127&4|88&5|100&4|98&4|255&3|100&4|100&4;315&5|748&4|79&3|748&4|168&4|186&4|180&1|873&3|748&4|316&5|269&2|873&3|127&4|98&4|100&4|127&4|88&5|100&4|98&4|255&3|100&4|100&4
286&3|124&4|50&4|150&3|249&2|748&1|1017&4|15&4|1067&4|7&5|287&4|288&2;411&4|240&1|411&4|322&3|321&3|321&3|405&2|411&4|405&2|1008&4;286&3|124&4|50&4|150&3|249&2|748&1|1017&4|15&4|1067&4|7&5|287&4|288&2|411&4|240&1|411&4|322&3|321&3|321&3|405&2|411&4|405&2|1008&4
673&5|371&2|183&5|96&5|11&2|230&4|194&5|521&5|465&5|8&3|121&5|235&3;826&4|406&3|99&5|473&3|406&3|406&3|186&5|50&5|240&4|717&1;673&5|371&2|183&5|96&5|11&2|230&4|194&5|521&5|465&5|8&3|121&5|235&3|826&4|406&3|99&5|473&3|406&3|406&3|186&5|50&5|240&4|717&1
322&2|902&3|308&4|313&3|749&4|313&3|306&4|300&3|322&2|304&3|346&3|346&3;245&3|260&1|260&1|343&2|245&3|355&2|343&2|243&3|243&3|355&2;322&2|902&3|308&4|313&3|749&4|313&3|306&4|300&3|322&2|304&3|346&3|346&3|245&3|260&1|260&1|343&2|245&3|355&2|343&2|243&3|243&3|355&2
403&3|241&3|576&2|565&2|768&2|768&2|101&4|385&3|234&3|234&3|596&2|720&2;49&2|154&3|202&4|175&4|785&2|167&2|734&2|792&3|386&2|239&3;403&3|241&3|576&2|565&2|768&2|768&2|101&4|385&3|234&3|234&3|596&2|720&2|49&2|154&3|202&4|175&4|785&2|167&2|734&2|792&3|386&2|239&3
121&5|763&3|127&4|250&3|127&4|222&5|685&4|250&3|841&4|258&4|841&4|841&4;265&5|210&5|435&5|435&5|435&5|435&5|210&5|265&5|210&5|435&5;121&5|763&3|127&4|250&3|127&4|222&5|685&4|250&3|841&4|258&4|841&4|841&4|265&5|210&5|435&5|435&5|435&5|435&5|210&5|265&5|210&5|435&5
473&3|243&4|7&4|7&4|471&4|265&5|476&3|203&4|411&3|470&4|235&3|105&3;140&3|739&4|99&5|186&5|140&3|101&3|420&5|423&5|559&3|79&5;473&3|243&4|7&4|7&4|471&4|265&5|476&3|203&4|411&3|470&4|235&3|105&3|140&3|739&4|99&5|186&5|140&3|101&3|420&5|423&5|559&3|79&5
313&5|316&4|154&5|173&5|316&4|271&4|678&2|323&2|313&5|258&4|288&5|100&3;234&5|200&5|234&5|234&5|219&3|98&5|234&5|443&4|234&5|234&5;313&5|316&4|154&5|173&5|316&4|271&4|678&2|323&2|313&5|258&4|288&5|100&3|234&5|200&5|234&5|234&5|219&3|98&5|234&5|443&4|234&5|234&5
596&3|211&5|596&3|28&4|183&3|183&3|514&4|71&5|357&5|132&5|651&5|194&5;546&3|23&4|418&4|197&4|1142&4|820&4|186&4|213&3|213&3|274&3;596&3|211&5|596&3|28&4|183&3|183&3|514&4|71&5|357&5|132&5|651&5|194&5|546&3|23&4|418&4|197&4|1142&4|820&4|186&4|213&3|213&3|274&3
260&2|1150&4|979&3|515&4|213&4|323&2|303&4|863&5|285&4|318&5|845&3|237&4;698&4|750&4|752&3|355&3|961&4|345&4|212&5|315&4|1403&3|350&3;260&2|1150&4|979&3|515&4|213&4|323&2|303&4|863&5|285&4|318&5|845&3|237&4|698&4|750&4|752&3|355&3|961&4|345&4|212&5|315&4|1403&3|350&3
748&3|333&4|275&4|275&4|301&1|879&3|307&4|286&3|301&1|259&2|286&3|288&2;96&4|699&5|395&3|96&4|699&5|257&2|125&2|395&3|125&2|96&4;748&3|333&4|275&4|275&4|301&1|879&3|307&4|286&3|301&1|259&2|286&3|288&2|96&4|699&5|395&3|96&4|699&5|257&2|125&2|395&3|125&2|96&4
293&3|19&4|242&5|275&2|9&5|275&2|242&5|127&4|287&4|242&5|293&3|126&4;313&5|536&5|536&5|276&5|269&5|750&5|750&5|536&5|536&5|750&5;293&3|19&4|242&5|275&2|9&5|275&2|242&5|127&4|287&4|242&5|293&3|126&4|313&5|536&5|536&5|276&5|269&5|750&5|750&5|536&5|536&5|750&5
215&4|483&5|605&4|507&5|134&5|136&4|605&4|286&5|610&4|484&5|474&5|656&5;495&5|603&5|495&5|238&4|10&5|490&5|611&5|530&5|499&5|10&5;215&4|483&5|605&4|507&5|134&5|136&4|605&4|286&5|610&4|484&5|474&5|656&5|495&5|603&5|495&5|238&4|10&5|490&5|611&5|530&5|499&5|10&5
363&3|591&2|596&3|1054&1|9&3|21&3|597&3|508&2|151&3|9&3|596&3|121&4;13&4|100&4|844&4|1197&4|13&4|844&4|147&4|844&4|1&4|13&4;363&3|591&2|596&3|1054&1|9&3|21&3|597&3|508&2|151&3|9&3|596&3|121&4|13&4|100&4|844&4|1197&4|13&4|844&4|147&4|844&4|1&4|13&4
183&4|216&4|160&4|223&4|172&5|150&4|322&2|156&5|96&3|340&4|56&5|56&5;678&3|678&3|50&5|47&3|806&4|343&3|469&4|948&2|358&2|689&3;183&4|216&4|160&4|223&4|172&5|150&4|322&2|156&5|96&3|340&4|56&5|56&5|678&3|678&3|50&5|47&3|806&4|343&3|469&4|948&2|358&2|689&3
204&3|367&2|202&4|211&5|367&2|97&4|781&3|194&5|216&5|430&4|97&4|56&2;371&5|371&5|402&4|739&4|662&4|371&5|371&5|381&3|371&5|662&4;204&3|367&2|202&4|211&5|367&2|97&4|781&3|194&5|216&5|430&4|97&4|56&2|371&5|371&5|402&4|739&4|662&4|371&5|371&5|381&3|371&5|662&4
756&3|106&5|126&4|313&5|928&5|742&3|596&5|222&5|222&5|333&4|678&3|255&1;252&4|406&3|406&3|220&4|1033&2|122&1|105&1|1283&3|1283&3|1152&3;756&3|106&5|126&4|313&5|928&5|742&3|596&5|222&5|222&5|333&4|678&3|255&1|252&4|406&3|406&3|220&4|1033&2|122&1|105&1|1283&3|1283&3|1152&3
756&4|321&1|211&4|477&3|211&4|436&4|419&5|988&4|8&3|405&4|688&2|949&3;216&4|662&4|451&4|662&4|864&5|180&2|234&4|88&5|180&2|180&2;756&4|321&1|211&4|477&3|211&4|436&4|419&5|988&4|8&3|405&4|688&2|949&3|216&4|662&4|451&4|662&4|864&5|180&2|234&4|88&5|180&2|180&2
482&3|156&4|302&5|174&4|307&4|340&3|482&3|188&3|301&3|156&4|302&5|188&3;1&4|50&3|237&4|50&3|628&2|237&4|508&5|50&3|237&4|1&4;482&3|156&4|302&5|174&4|307&4|340&3|482&3|188&3|301&3|156&4|302&5|188&3|1&4|50&3|237&4|50&3|628&2|237&4|508&5|50&3|237&4|1&4
268&5|1&2|249&4|179&4|496&2|183&3|496&2|1240&3|763&4|23&3|249&4|147&4;81&1|90&2|230&3|232&3|17&1|161&2|743&1|392&3|230&3|161&2;268&5|1&2|249&4|179&4|496&2|183&3|496&2|1240&3|763&4|23&3|249&4|147&4|81&1|90&2|230&3|232&3|17&1|161&2|743&1|392&3|230&3|161&2
257&5|796&3|404&3|285&4|208&4|160&3|12&4|174&4|356&4|211&5|866&4|239&4;575&2|186&5|49&3|229&1|941&4|795&2|809&4|605&4|1521&3|1521&3;257&5|796&3|404&3|285&4|208&4|160&3|12&4|174&4|356&4|211&5|866&4|239&4|575&2|186&5|49&3|229&1|941&4|795&2|809&4|605&4|1521&3|1521&3
689&3|92&1|148&3|518&1|632&2|658&1|518&1|591&3|378&4|77&4|662&5|555&3;280&4|1053&3|1208&1|553&4|569&3|925&3|925&3|1044&3|43&3|107&3;689&3|92&1|148&3|518&1|632&2|658&1|518&1|591&3|378&4|77&4|662&5|555&3|280&4|1053&3|1208&1|553&4|569&3|925&3|925&3|1044&3|43&3|107&3
303&4|300&5|268&4|319&4|327&4|268&4|1160&4|246&4|1537&5|268&4|303&4|300&5;70&4|345&4|255&1|345&4|345&4|345&4|70&4|345&4|70&4|381&4;303&4|300&5|268&4|319&4|327&4|268&4|1160&4|246&4|1537&5|268&4|303&4|300&5|70&4|345&4|255&1|345&4|345&4|345&4|70&4|345&4|70&4|381&4
168&5|746&3|135&4|357&4|286&4|518&3|195&4|516&5|313&3|286&4|58&3|135&4;1039&3|170&4|414&4|435&3|188&4|414&4|188&4|1039&3|188&4|216&3;168&5|746&3|135&4|357&4|286&4|518&3|195&4|516&5|313&3|286&4|58&3|135&4|1039&3|170&4|414&4|435&3|188&4|414&4|188&4|1039&3|188&4|216&3
258&4|172&3|269&4|96&4|481&1|204&3|481&1|204&3|515&1|242&3|286&1|423&3;283&3|179&1|179&1|283&3|191&2|179&1|283&3|179&1|484&4|191&2;258&4|172&3|269&4|96&4|481&1|204&3|481&1|204&3|515&1|242&3|286&1|423&3|283&3|179&1|179&1|283&3|191&2|179&1|283&3|179&1|484&4|191&2
949&4|156&2|210&5|213&4|432&5|568&4|217&3|715&2|144&3|399&3|649&4|724&5;571&1|596&3|451&5|1444&3|472&3|1228&2|226&3|409&2|1110&4|756&3;949&4|156&2|210&5|213&4|432&5|568&4|217&3|715&2|144&3|399&3|649&4|724&5|571&1|596&3|451&5|1444&3|472&3|1228&2|226&3|409&2|1110&4|756&3
53&2|131&4|462&4|384&3|284&2|174&5|95&4|216&4|517&2|53&2|693&4|713&4;182&5|381&3|1221&3|276&4|276&4|315&2|1019&3|1118&3|1014&2|64&5;53&2|131&4|462&4|384&3|284&2|174&5|95&4|216&4|517&2|53&2|693&4|713&4|182&5|381&3|1221&3|276&4|276&4|315&2|1019&3|1118&3|1014&2|64&5
313&3|311&5|269&3|313&3|315&4|333&4|268&4|315&4|306&4|313&3|995&4|896&5;749&3|902&4|902&4|1176&5|749&3|749&3|319&3|1176&5|319&3|749&3;313&3|311&5|269&3|313&3|315&4|333&4|268&4|315&4|306&4|313&3|995&4|896&5|749&3|902&4|902&4|1176&5|749&3|749&3|319&3|1176&5|319&3|749&3
82&3|635&2|208&3|132&3|69&3|448&4|427&2|436&2|209&3|162&2|482&2|191&3;74&2|1480&2|473&2|143&2|423&2|627&2|380&3|378&2|596&3|416&2;82&3|635&2|208&3|132&3|69&3|448&4|427&2|436&2|209&3|162&2|482&2|191&3|74&2|1480&2|473&2|143&2|423&2|627&2|380&3|378&2|596&3|416&2
521&4|213&3|56&4|136&4|484&4|191&5|12&5|205&5|205&5|157&3|312&4|215&4;55&4|87&4|326&3|915&4|516&4|486&3|525&4|520&3|525&4|663&5;521&4|213&3|56&4|136&4|484&4|191&5|12&5|205&5|205&5|157&3|312&4|215&4|55&4|87&4|326&3|915&4|516&4|486&3|525&4|520&3|525&4|663&5
8&2|258&3|174&4|179&4|151&5|239&3|229&3|496&5|194&4|450&2|449&4|134&4;87&5|54&4|226&4|54&4|313&5|98&5|517&5|159&3|636&2|1039&5;8&2|258&3|174&4|179&4|151&5|239&3|229&3|496&5|194&4|450&2|449&4|134&4|87&5|54&4|226&4|54&4|313&5|98&5|517&5|159&3|636&2|1039&5
1229&3|582&5|509&3|1131&5|568&3|128&2|438&1|181&2|855&4|46&4|651&4|357&4;924&3|1245&4|1224&2|1423&3|1153&2|792&4|51&2|81&1|950&3|468&4;1229&3|582&5|509&3|1131&5|568&3|128&2|438&1|181&2|855&4|46&4|651&4|357&4|924&3|1245&4|1224&2|1423&3|1153&2|792&4|51&2|81&1|950&3|468&4
443&4|28&4|233&4|233&4|516&4|692&4|520&5|195&4|31&4|542&3|168&5|715&2;1014&3|328&4|222&4|586&2|177&5|586&2|568&5|410&2|699&4|1016&4;443&4|28&4|233&4|233&4|516&4|692&4|520&5|195&4|31&4|542&3|168&5|715&2|1014&3|328&4|222&4|586&2|177&5|586&2|568&5|410&2|699&4|1016&4
94&4|79&5|50&4|289&3|665&3|405&4|97&3|958&3|328&4|177&3|79&5|939&4;172&3|651&3|526&4|234&4|651&3|651&3|566&3|226&4|526&4|5&3;94&4|79&5|50&4|289&3|665&3|405&4|97&3|958&3|328&4|177&3|79&5|939&4|172&3|651&3|526&4|234&4|651&3|651&3|566&3|226&4|526&4|5&3
300&4|732&3|111&4|682&4|280&5|173&3|181&3|694&3|9&4|255&5|747&4|278&5;553&3|1041&2|421&5|603&4|90&2|90&2|1041&2|1041&2|1041&2|553&3;300&4|732&3|111&4|682&4|280&5|173&3|181&3|694&3|9&4|255&5|747&4|278&5|553&3|1041&2|421&5|603&4|90&2|90&2|1041&2|1041&2|1041&2|553&3
898&5|358&1|886&1|875&1|315&1|751&3|245&3|258&2|358&1|340&4|315&1|937&2;269&4|896&4|302&5|896&4|349&4|302&5|269&4|286&4|882&4|269&4;898&5|358&1|886&1|875&1|315&1|751&3|245&3|258&2|358&1|340&4|315&1|937&2|269&4|896&4|302&5|896&4|349&4|302&5|269&4|286&4|882&4|269&4
269&3|323&3|269&3|286&4|300&4|358&2|294&5|303&4|294&5|690&3|322&4|302&3;988&2|307&3|988&2|689&3|307&3|689&3|754&3|988&2|538&4|307&3;269&3|323&3|269&3|286&4|300&4|358&2|294&5|303&4|294&5|690&3|322&4|302&3|988&2|307&3|988&2|689&3|307&3|689&3|754&3|988&2|538&4|307&3
285&5|328&4|25&4|100&5|319&5|1054&3|168&4|748&4|150&4|121&3|147&4|258&3;480&4|489&5|480&4|87&4|489&5|357&4|505&4|480&4|87&4|505&4;285&5|328&4|25&4|100&5|319&5|1054&3|168&4|748&4|150&4|121&3|147&4|258&3|480&4|489&5|480&4|87&4|489&5|357&4|505&4|480&4|87&4|505&4
792&4|181&3|735&4|427&4|134&2|282&3|229&1|456&1|519&4|792&4|317&4|762&3;383&1|1041&2|631&2|165&4|485&3|223&4|450&1|232&2|88&3|604&3;792&4|181&3|735&4|427&4|134&2|282&3|229&1|456&1|519&4|792&4|317&4|762&3|383&1|1041&2|631&2|165&4|485&3|223&4|450&1|232&2|88&3|604&3
7&4|278&5|470&3|378&5|827&4|806&4|591&5|941&3|742&4|42&5|591&5|470&3;1229&2|801&3|1053&5|1518&4|411&4|731&4|1517&4|801&3|1518&4|731&4;7&4|278&5|470&3|378&5|827&4|806&4|591&5|941&3|742&4|42&5|591&5|470&3|1229&2|801&3|1053&5|1518&4|411&4|731&4|1517&4|801&3|1518&4|731&4
405&3|748&3|282&4|471&3|151&3|147&4|1012&3|1012&3|147&4|872&3|257&3|7&2;273&5|258&4|1&4|286&5|255&4|302&4|1&4|117&4|1&4|258&4;405&3|748&3|282&4|471&3|151&3|147&4|1012&3|1012&3|147&4|872&3|257&3|7&2|273&5|258&4|1&4|286&5|255&4|302&4|1&4|117&4|1&4|258&4
300&3|875&2|1025&1|269&3|875&2|286&2|304&3|322&3|304&3|326&4|333&4|678&1;289&4|316&4|984&1|984&1|316&4|289&4|748&4|748&4|289&4|243&2;300&3|875&2|1025&1|269&3|875&2|286&2|304&3|322&3|304&3|326&4|333&4|678&1|289&4|316&4|984&1|984&1|316&4|289&4|748&4|748&4|289&4|243&2
204&4|322&4|684&3|243&1|432&4|531&5|180&5|1524&5|136&5|269&4|748&5|195&5;56&5|480&5|154&4|641&3|641&3|154&4|154&4|185&4|154&4|641&3;204&4|322&4|684&3|243&1|432&4|531&5|180&5|1524&5|136&5|269&4|748&5|195&5|56&5|480&5|154&4|641&3|641&3|154&4|154&4|185&4|154&4|641&3
347&4|301&3|879&2|234&3|286&3|97&4|357&4|258&4|347&4|28&3|269&3|286&3;98&4|318&4|64&4|288&3|98&4|64&4|216&3|64&4|216&3|288&3;347&4|301&3|879&2|234&3|286&3|97&4|357&4|258&4|347&4|28&3|269&3|286&3|98&4|318&4|64&4|288&3|98&4|64&4|216&3|64&4|216&3|288&3
235&2|86&4|718&3|408&5|42&4|42&4|730&3|98&4|475&4|433&4|7&4|181&3;212&3|273&4|488&4|56&5|654&4|70&3|943&3|273&4|178&5|724&3;235&2|86&4|718&3|408&5|42&4|42&4|730&3|98&4|475&4|433&4|7&4|181&3|212&3|273&4|488&4|56&5|654&4|70&3|943&3|273&4|178&5|724&3
305&4|306&5|258&3|896&5|306&5|1628&5|311&3|86&4|318&5|1007&4|303&5|311&3;1101&4|235&1|650&5|650&5|235&1|650&5|235&1|1653&5|1653&5|1653&5;305&4|306&5|258&3|896&5|306&5|1628&5|311&3|86&4|318&5|1007&4|303&5|311&3|1101&4|235&1|650&5|650&5|235&1|650&5|235&1|1653&5|1653&5|1653&5
286&5|292&3|292&3|690&5|895&5|895&5|321&3|321&3|895&5|243&3|321&3|321&3;901&4|988&4|988&4|901&4|748&3|315&4|315&4|901&4|748&3|901&4;286&5|292&3|292&3|690&5|895&5|895&5|321&3|321&3|895&5|243&3|321&3|321&3|901&4|988&4|988&4|901&4|748&3|315&4|315&4|901&4|748&3|901&4
150&5|824&4|276&5|118&4|291&2|813&3|13&4|291&2|276&5|273&3|257&4|286&4;19&4|546&4|952&3|248&3|360&2|952&3|284&4|181&4|874&3|246&2;150&5|824&4|276&5|118&4|291&2|813&3|13&4|291&2|276&5|273&3|257&4|286&4|19&4|546&4|952&3|248&3|360&2|952&3|284&4|181&4|874&3|246&2
93&3|93&3|475&3|117&5|93&3|1302&5|475&3|1016&5|117&5|597&3|286&5|150&5;407&4|410&4|1132&3|407&4|476&1|476&1|274&4|476&1|1051&4|410&4;93&3|93&3|475&3|117&5|93&3|1302&5|475&3|1016&5|117&5|597&3|286&5|150&5|407&4|410&4|1132&3|407&4|476&1|476&1|274&4|476&1|1051&4|410&4
892&5|243&5|259&4|243&5|259&4|294&4|301&4|294&4|243&5|322&4|294&4|322&4;597&4|117&4|597&4|596&2|117&4|410&5|321&3|597&4|117&4|321&3;892&5|243&5|259&4|243&5|259&4|294&4|301&4|294&4|243&5|322&4|294&4|322&4|597&4|117&4|597&4|596&2|117&4|410&5|321&3|597&4|117&4|321&3
301&3|351&5|343&5|538&4|1293&5|338&3|358&5|895&4|327&5|258&5|1280&3|333&4;875&2|683&2|878&2|270&4|897&2|349&4|271&4|349&4|874&2|1613&4;301&3|351&5|343&5|538&4|1293&5|338&3|358&5|895&4|327&5|258&5|1280&3|333&4|875&2|683&2|878&2|270&4|897&2|349&4|271&4|349&4|874&2|1613&4
300&2|346&3|347&4|270&3|272&3|327&2|750&2|340&3|316&3|903&2|301&3|301&3;245&1|245&1|689&2|689&2|338&3|245&1|322&1|245&1|245&1|689&2;300&2|346&3|347&4|270&3|272&3|327&2|750&2|340&3|316&3|903&2|301&3|301&3|245&1|245&1|689&2|689&2|338&3|245&1|322&1|245&1|245&1|689&2
